show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
s6544,movie,"crouching tiger, hidden dragon",ang lee,taiwan,2019-03-01,1970-01-01 00:00:00.000002000,pg-13,120 min,action & adventure|international movies|romantic movies
s6545,movie,cult of chucky,don mancini,united states,2017-10-03,1970-01-01 00:00:00.000002017,r,90 min,horror movies
s6546,movie,cutie and the boxer,zachary heinzerling,united states,2018-06-14,1970-01-01 00:00:00.000002013,r,82 min,documentaries
s6547,movie,daagdi chaawl,chandrakant kanse,india,2018-02-15,1970-01-01 00:00:00.000002015,tv-14,118 min,action & adventure|dramas|international movies
s6548,movie,dabbe 6: the return,hasan karacadağ,turkey,2019-04-17,1970-01-01 00:00:00.000002015,tv-ma,153 min,horror movies|international movies
s6549,movie,dad,gary david goldberg,united states,2018-04-01,1970-01-01 00:00:00.000001989,pg,117 min,dramas
s6551,movie,daddy day care,steve carr,united states,2019-01-01,1970-01-01 00:00:00.000002003,pg,93 min,children & family movies|comedies
s6552,movie,daddy issues,amara cash,united states,2019-09-20,1970-01-01 00:00:00.000002019,tv-ma,82 min,dramas|independent movies|lgbtq movies
s6553,movie,daemonium,pablo parés,argentina,2016-12-20,1970-01-01 00:00:00.000002015,nr,115 min,action & adventure|horror movies|international movies
s6554,movie,daffedar,johnson esthappan,india,2018-07-01,1970-01-01 00:00:00.000002017,tv-14,151 min,dramas|international movies
s6555,movie,dagh ujala,raj amit kumar,united states,2018-04-01,1970-01-01 00:00:00.000002015,tv-ma,103 min,dramas|independent movies|international movies
s6556,movie,dallas buyers club,jean-marc vallée,united states,2018-01-16,1970-01-01 00:00:00.000002013,r,117 min,dramas|independent movies|lgbtq movies
s6558,movie,dance academy: the comeback,jeffrey walker,germany,2018-07-02,1970-01-01 00:00:00.000002017,tv-pg,100 min,dramas|international movies
s6559,movie,dancing quietly,philipp eichholtz,germany,2017-04-01,1970-01-01 00:00:00.000002016,tv-ma,70 min,dramas|independent movies|international movies
s6562,movie,danny says,brendan toller,united states,2017-03-02,1970-01-01 00:00:00.000002015,tv-ma,103 min,documentaries|music & musicals
s6563,movie,dante's peak,roger donaldson,united states,2019-09-01,1970-01-01 00:00:00.000001997,pg-13,108 min,action & adventure
s6565,movie,dark chocolate (bengali version),agnidev chatterjee,india,2017-12-15,1970-01-01 00:00:00.000002016,tv-ma,91 min,dramas|international movies|thrillers
s6566,movie,dark crimes,alexandros avranas,united kingdom,2019-10-15,1970-01-01 00:00:00.000002016,r,93 min,dramas|thrillers
s6567,movie,dark places,gilles paquet-brenner,united states,2018-07-26,1970-01-01 00:00:00.000002015,r,113 min,dramas|international movies|thrillers
s6648,movie,dream big: engineering our world,greg macgillivray,united states,2018-07-01,1970-01-01 00:00:00.000002017,tv-g,42 min,documentaries
s6568,movie,darna mana hai,prawal raman,india,2019-08-01,1970-01-01 00:00:00.000002003,tv-ma,116 min,horror movies|international movies|thrillers
s6570,movie,darra,parveen kumar,india,2017-10-15,1970-01-01 00:00:00.000002016,tv-14,121 min,dramas|international movies
s6571,movie,daughters of the dust,julie dash,united kingdom,2017-06-10,1970-01-01 00:00:00.000001991,nr,112 min,classic movies|dramas|independent movies
s6574,movie,dayveon,amman abbasi,united states,2018-01-11,1970-01-01 00:00:00.000002017,tv-ma,76 min,dramas|independent movies
s6575,movie,de film van dylan haegens,"dylan haegens, bas van teylingen",netherlands,2019-04-17,1970-01-01 00:00:00.000002018,tv-pg,81 min,comedies|international movies
s6576,movie,de palma,"noah baumbach, jake paltrow",united states,2018-11-21,1970-01-01 00:00:00.000002015,r,110 min,documentaries
s6577,movie,dead in a week (or your money back),tom edmunds,united kingdom,2019-03-01,1970-01-01 00:00:00.000002018,tv-ma,90 min,comedies
s6578,movie,deadline: sirf 24 ghante,tanveer khan,india,2019-12-31,1970-01-01 00:00:00.000002006,tv-14,97 min,independent movies|international movies|thrillers
s6579,movie,deadly scholars,danny j. boyle,united states,2019-02-15,1970-01-01 00:00:00.000002018,tv-14,86 min,dramas|thrillers
s6580,movie,dean,demetri martin,united states,2020-03-15,1970-01-01 00:00:00.000002016,pg-13,94 min,comedies|dramas|independent movies
s6581,movie,dear dad,tanuj bhramar,india,2019-03-02,1970-01-01 00:00:00.000002016,tv-14,83 min,comedies|dramas|independent movies
s6582,movie,dear dracula,chad van de keere,united states,2016-02-18,1970-01-01 00:00:00.000002012,tv-y7-fv,43 min,children & family movies|comedies
s6583,movie,dear santa,jason priestley,canada,2019-11-04,1970-01-01 00:00:00.000002011,tv-pg,92 min,comedies|romantic movies
s6584,movie,death at a funeral,neil labute,united states,2020-08-01,1970-01-01 00:00:00.000002010,r,93 min,comedies
s6585,movie,death house,harrison smith,united states,2019-05-05,1970-01-01 00:00:00.000002017,r,88 min,horror movies
s6586,movie,deathgrip,clay porter,united kingdom,2018-03-01,1970-01-01 00:00:00.000002017,tv-ma,53 min,international movies|sports movies
s6595,movie,desolate,frederick cipoletti,not given,2020-02-06,1970-01-01 00:00:00.000002018,tv-ma,88 min,dramas|thrillers
s6589,movie,deewangee,anees bazmee,india,2020-01-03,1970-01-01 00:00:00.000002002,tv-ma,156 min,international movies|thrillers
s6590,movie,defying the nazis: the sharps' war,"ken burns, artemis joukowsky",united states,2017-05-01,1970-01-01 00:00:00.000002016,tv-14,79 min,documentaries
s6591,movie,delirium,dennis iliadis,united states,2018-09-01,1970-01-01 00:00:00.000002018,r,96 min,horror movies|thrillers
s6592,movie,democrats,camilla nielsson,denmark,2016-04-25,1970-01-01 00:00:00.000002014,nr,99 min,documentaries|international movies
s6593,movie,den of thieves,christian gudegast,united states,2020-05-01,1970-01-01 00:00:00.000002018,r,140 min,action & adventure
s6594,movie,denis leary: no cure for cancer,ted demme,united states,2017-08-08,1970-01-01 00:00:00.000001992,r,62 min,stand-up comedy
s6596,movie,desolation,sam patton,united states,2018-05-08,1970-01-01 00:00:00.000002017,tv-ma,76 min,horror movies|thrillers
s6597,movie,detention letter,mohamed samy,egypt,2019-08-05,1970-01-01 00:00:00.000002017,tv-14,99 min,action & adventure|international movies
s6598,movie,detour,christopher smith,united kingdom,2017-05-25,1970-01-01 00:00:00.000002016,r,97 min,thrillers
s6599,movie,deviant love,michael feifer,united states,2019-09-13,1970-01-01 00:00:00.000002019,tv-14,87 min,thrillers
s6600,movie,devil's bride,saara cantell,finland,2017-06-01,1970-01-01 00:00:00.000002016,tv-ma,108 min,dramas|international movies
s6601,movie,devil's gate,clay staub,canada,2020-07-16,1970-01-01 00:00:00.000002017,tv-ma,94 min,horror movies|sci-fi & fantasy|thrillers
s6603,movie,devrai,"sumitra bhave, sunil sukthankar",india,2018-01-01,1970-01-01 00:00:00.000002004,tv-pg,123 min,dramas|international movies
s6605,movie,dhamaal,indra kumar,india,2019-12-31,1970-01-01 00:00:00.000002007,tv-14,128 min,action & adventure|comedies|international movies
s6606,movie,di renjie zhi sidatianwang,hark tsui,china,2019-02-06,1970-01-01 00:00:00.000002018,tv-14,132 min,action & adventure|international movies|sci-fi & fantasy
s6607,movie,diana: 7 days that shook the world,ben ryder,united kingdom,2017-07-28,1970-01-01 00:00:00.000002017,tv-pg,93 min,documentaries
s6609,movie,diary of a chambermaid,benoît jacquot,france,2016-12-03,1970-01-01 00:00:00.000002015,nr,96 min,dramas|international movies
s6610,movie,die another day,lee tamahori,united kingdom,2019-12-31,1970-01-01 00:00:00.000002002,pg-13,133 min,action & adventure
s6611,movie,dil hai tumhaara,kundan shah,india,2018-04-01,1970-01-01 00:00:00.000002002,tv-14,176 min,dramas|international movies|music & musicals
s6613,movie,dinner for schmucks,jay roach,united states,2020-01-01,1970-01-01 00:00:00.000002010,pg-13,115 min,comedies
s6615,movie,disciples of the 36th chamber,chia-liang liu,hong kong,2018-08-16,1970-01-01 00:00:00.000001985,tv-14,90 min,action & adventure|international movies
s6616,movie,discovering bigfoot,todd standing,united states,2017-12-15,1970-01-01 00:00:00.000002017,tv-ma,111 min,documentaries
s6617,movie,dismissed,benjamin arfmann,united states,2018-02-19,1970-01-01 00:00:00.000002017,tv-14,87 min,thrillers
s6618,movie,district 9,neill blomkamp,south africa,2019-11-04,1970-01-01 00:00:00.000002009,r,112 min,action & adventure|international movies|sci-fi & fantasy
s6620,movie,doctor zhivago,david lean,united states,2019-11-01,1970-01-01 00:00:00.000001965,pg-13,200 min,classic movies|dramas|romantic movies
s6621,movie,dog eat dog,paul schrader,united states,2016-12-31,1970-01-01 00:00:00.000002016,tv-ma,93 min,dramas|thrillers
s6622,movie,dolphin kick,philip marlatt,united states,2019-06-05,1970-01-01 00:00:00.000002019,tv-pg,90 min,children & family movies
s6623,movie,dolphin tale 2,charles martin smith,united states,2019-02-25,1970-01-01 00:00:00.000002014,pg,107 min,children & family movies|dramas
s6624,movie,domino,brian de palma,denmark,2019-09-28,1970-01-01 00:00:00.000002019,r,89 min,international movies|thrillers
s6625,movie,don quixote: the ingenious gentleman of la mancha,"mahin ibrahim, austin kolodney, will lowell, david beier, dave dorsey, xu zhang, alana waksman, jon yonkondy, drue metz, brandon somerhalder",united states,2018-01-05,1970-01-01 00:00:00.000002015,tv-14,83 min,comedies|independent movies
s6626,movie,don verdean,jared hess,united states,2020-03-01,1970-01-01 00:00:00.000002015,pg-13,96 min,comedies
s6627,movie,don't be afraid of the dark,troy nixey,united states,2019-11-02,1970-01-01 00:00:00.000002010,r,99 min,horror movies
s6628,movie,don't crack under pressure,thierry donard,france,2020-06-12,1970-01-01 00:00:00.000002015,tv-ma,95 min,action & adventure|documentaries|international movies
s6629,movie,don't crack under pressure ii,thierry donard,france,2020-06-12,1970-01-01 00:00:00.000002016,tv-ma,88 min,action & adventure|documentaries|international movies
s6630,movie,don't crack under pressure iii,thierry donard,france,2020-06-12,1970-01-01 00:00:00.000002017,tv-14,94 min,action & adventure|documentaries|international movies
s6631,movie,don't knock twice,caradog w. james,united kingdom,2019-02-08,1970-01-01 00:00:00.000002016,r,93 min,horror movies|international movies
s6632,movie,don't look down,daniel gordon,united kingdom,2017-04-01,1970-01-01 00:00:00.000002016,tv-ma,93 min,documentaries|international movies
s6633,movie,don't think twice,mike birbiglia,united states,2017-05-01,1970-01-01 00:00:00.000002016,r,92 min,comedies|dramas|independent movies
s6634,movie,donnie brasco,mike newell,united states,2020-01-01,1970-01-01 00:00:00.000001997,r,127 min,dramas|thrillers
s6635,movie,doom,andrzej bartkowiak,united kingdom,2020-11-01,1970-01-01 00:00:00.000002005,r,105 min,action & adventure|horror movies|sci-fi & fantasy
s6646,movie,dragonkala ka rahasya,rajiv chilaka,india,2019-06-18,1970-01-01 00:00:00.000002018,tv-y,68 min,children & family movies
s6637,movie,doubles cause troubles,wong jing,hong kong,2018-08-01,1970-01-01 00:00:00.000001989,tv-14,94 min,action & adventure|comedies|international movies
s6638,movie,doubt,john patrick shanley,united states,2019-03-07,1970-01-01 00:00:00.000002008,pg-13,104 min,dramas|faith & spirituality
s6639,movie,down the fence,m.j. isakson,united states,2018-01-15,1970-01-01 00:00:00.000002017,tv-pg,94 min,documentaries
s6640,movie,dr. seuss' the cat in the hat,bo welch,united states,2019-05-01,1970-01-01 00:00:00.000002003,pg,82 min,children & family movies|comedies
s6641,movie,dr. seuss' the grinch,"scott mosier, yarrow cheney",france,2019-06-05,1970-01-01 00:00:00.000002018,pg,86 min,children & family movies|comedies
s6642,movie,dragonheart,rob cohen,united states,2020-01-01,1970-01-01 00:00:00.000001996,pg-13,103 min,action & adventure|sci-fi & fantasy
s6643,movie,dragonheart 3: the sorcerer,colin teague,united states,2020-01-01,1970-01-01 00:00:00.000002015,pg-13,97 min,action & adventure|sci-fi & fantasy
s6644,movie,dragonheart: a new beginning,doug lefler,united states,2020-01-01,1970-01-01 00:00:00.000002000,pg,84 min,action & adventure|sci-fi & fantasy
s6645,movie,dragonheart: battle for the heartfire,patrik syversen,united states,2017-06-13,1970-01-01 00:00:00.000002017,pg-13,98 min,action & adventure|sci-fi & fantasy
s6649,movie,dream boat,tristan ferland milewski,germany,2017-12-01,1970-01-01 00:00:00.000002017,tv-ma,92 min,documentaries|international movies|lgbtq movies
s6650,movie,dries,reiner holzemer,germany,2018-01-01,1970-01-01 00:00:00.000002017,tv-pg,89 min,documentaries|international movies
s6654,movie,dukhtar,afia nathaniel,pakistan,2016-09-01,1970-01-01 00:00:00.000002014,tv-14,93 min,dramas|independent movies|international movies
s6655,movie,dum,eeshwar nivas,india,2018-03-01,1970-01-01 00:00:00.000002003,tv-14,162 min,action & adventure|dramas|international movies
s6656,movie,dumb and dumberer: when harry met lloyd,troy miller,united states,2019-10-01,1970-01-01 00:00:00.000002003,pg-13,85 min,comedies
s6657,movie,e-cigarettes: miracle or menace?,emma hatherley,united kingdom,2019-02-01,1970-01-01 00:00:00.000002016,tv-14,52 min,documentaries
s6658,movie,earth to echo,dave green,united states,2019-10-01,1970-01-01 00:00:00.000002014,pg,91 min,children & family movies|sci-fi & fantasy
s6662,movie,east side sushi,anthony lucero,united states,2020-09-15,1970-01-01 00:00:00.000002015,pg,106 min,dramas
s6663,movie,easy a,will gluck,united states,2020-11-01,1970-01-01 00:00:00.000002010,pg-13,92 min,comedies|romantic movies
s6665,movie,eat pray love,ryan murphy,united states,2019-09-10,1970-01-01 00:00:00.000002010,pg-13,140 min,dramas|romantic movies
s6666,movie,eddie murphy: delirious,bruce gowers,united states,2018-04-15,1970-01-01 00:00:00.000001983,tv-ma,69 min,stand-up comedy
s6667,movie,eeda,ajithkumar,india,2018-09-15,1970-01-01 00:00:00.000002018,tv-14,153 min,dramas|international movies|romantic movies
s6668,movie,eh janam tumhare lekhe,harjit singh,india,2017-12-01,1970-01-01 00:00:00.000002015,tv-14,124 min,dramas|international movies
s6669,movie,ek cup chya,"sumitra bhave, sunil sukthankar",india,2018-03-15,1970-01-01 00:00:00.000002009,tv-pg,120 min,dramas|independent movies|international movies
s6670,movie,ek hasina thi,sriram raghavan,india,2019-08-01,1970-01-01 00:00:00.000002004,tv-ma,134 min,dramas|international movies|thrillers
s6671,movie,el último testigo,philipp stölzl,united states,2018-02-04,1970-01-01 00:00:00.000002012,r,105 min,action & adventure
s6676,movie,el che,matías gueilburt,venezuela,2017-10-15,1970-01-01 00:00:00.000002017,tv-14,119 min,documentaries|international movies
s6678,movie,el fin de eta,justin webster,spain,2017-04-08,1970-01-01 00:00:00.000002017,tv-14,106 min,documentaries|international movies
s6681,movie,elephants dream 4 hour,bassam kurdali,netherlands,2018-08-23,1970-01-01 00:00:00.000002006,tv-ma,196 min,international movies|sci-fi & fantasy
s6682,movie,elizabeth at 90: a family tribute,john bridcut,united kingdom,2017-05-22,1970-01-01 00:00:00.000002016,tv-g,90 min,documentaries
s6683,movie,elizabeth harvest,sebastian gutierrez,united states,2020-08-01,1970-01-01 00:00:00.000002019,r,109 min,dramas|sci-fi & fantasy
s6684,movie,elles étaient en guerre (1914-1918),"fabien beziat, hugues nancy",france,2017-12-31,1970-01-01 00:00:00.000002014,tv-14,93 min,documentaries|international movies
s6687,movie,elstree 1976,jon spira,united kingdom,2016-09-06,1970-01-01 00:00:00.000002015,tv-pg,102 min,documentaries
s6688,movie,emelie,michael thelin,united states,2018-08-02,1970-01-01 00:00:00.000002016,tv-ma,82 min,horror movies|thrillers
s6689,movie,emma' (mother),riri riza,indonesia,2018-10-05,1970-01-01 00:00:00.000002016,tv-pg,74 min,dramas|international movies
s6685,movie,elles étaient en guerre 1939-1945,"hugues nancy, fabien beziat",not given,2018-03-01,1970-01-01 00:00:00.000002015,tv-ma,92 min,documentaries|international movies
s6686,movie,elles ont toutes une histoire,nils tavernier,not given,2017-12-31,1970-01-01 00:00:00.000002016,tv-pg,49 min,documentaries|international movies
s6680,movie,el viaje: márama y rombai,federico lemos,not given,2017-10-18,1970-01-01 00:00:00.000002016,tv-pg,79 min,children & family movies|documentaries|international movies
s6690,movie,emo the musical,neil triffett,australia,2018-02-01,1970-01-01 00:00:00.000002016,tv-ma,94 min,dramas|international movies|music & musicals
s6692,movie,empire of scents,kim nguyen,canada,2018-01-01,1970-01-01 00:00:00.000002014,tv-14,87 min,documentaries|international movies
s6693,movie,employee of the month,greg coolidge,united states,2020-10-01,1970-01-01 00:00:00.000002006,pg-13,108 min,comedies|romantic movies
s6695,movie,encounter: the killing,ajay phansekar,india,2019-12-31,1970-01-01 00:00:00.000002002,tv-14,151 min,dramas|independent movies|international movies
s6697,movie,end of watch,david ayer,united states,2019-11-23,1970-01-01 00:00:00.000002012,r,109 min,action & adventure
s6699,movie,enemy,denis villeneuve,canada,2018-07-15,1970-01-01 00:00:00.000002013,r,91 min,independent movies|thrillers
s6700,movie,enlighten us,jenny carchman,united states,2017-01-18,1970-01-01 00:00:00.000002016,tv-14,93 min,documentaries
s6701,movie,entanglement,jason james,canada,2018-12-09,1970-01-01 00:00:00.000002018,tv-ma,85 min,dramas|independent movies|romantic movies
s6702,movie,enter the dragon,robert clouse,hong kong,2021-01-01,1970-01-01 00:00:00.000001973,r,103 min,action & adventure|classic movies
s6703,movie,equals,drake doremus,united states,2018-10-28,1970-01-01 00:00:00.000002015,pg-13,102 min,dramas|romantic movies|sci-fi & fantasy
s6704,movie,equilibrium,kurt wimmer,united states,2019-06-08,1970-01-01 00:00:00.000002002,r,107 min,action & adventure|dramas|sci-fi & fantasy
s6705,movie,escape from the liberty cinema,wojciech marczewski,poland,2019-10-01,1970-01-01 00:00:00.000001990,tv-ma,88 min,comedies|dramas|independent movies
s6706,movie,esperando la carroza,alejandro doria,argentina,2018-07-15,1970-01-01 00:00:00.000001985,nr,95 min,comedies|cult movies|international movies
s6707,movie,estar o no estar,marcelo gonzález,mexico,2017-01-14,1970-01-01 00:00:00.000002016,tv-14,100 min,dramas|international movies|romantic movies
s6709,movie,euphoria,valeria golino,italy,2019-11-01,1970-01-01 00:00:00.000002018,r,110 min,dramas|international movies|lgbtq movies
s6711,movie,evan almighty,tom shadyac,united states,2019-04-16,1970-01-01 00:00:00.000002007,pg,96 min,children & family movies|comedies|faith & spirituality
s6712,movie,event horizon,paul w.s. anderson,united kingdom,2020-01-01,1970-01-01 00:00:00.000001997,r,96 min,horror movies|sci-fi & fantasy
s6713,movie,every time i die,robi michael,united states,2020-02-25,1970-01-01 00:00:00.000002019,tv-ma,98 min,dramas|independent movies|thrillers
s6714,movie,everybody knows,asghar farhadi,spain,2019-06-06,1970-01-01 00:00:00.000002019,r,133 min,dramas|international movies|thrillers
s6719,tv show,exclusive edition,james lee,not given,2017-08-14,1970-01-01 00:00:00.000002008,tv-14,1 season,international tv shows|tv dramas
s6716,movie,evolution,ivan reitman,united states,2019-11-20,1970-01-01 00:00:00.000002001,pg-13,102 min,comedies|sci-fi & fantasy
s6717,movie,ex machina,alex garland,united kingdom,2018-07-26,1970-01-01 00:00:00.000002015,r,108 min,dramas|independent movies|international movies
s6720,movie,executive decision,stuart baird,united states,2019-11-01,1970-01-01 00:00:00.000001996,r,133 min,action & adventure
s6721,movie,exit afghanistan,"anders sømme hammer, marius arnesen, klaus erik okstad, olav njaastad",norway,2016-07-01,1970-01-01 00:00:00.000002013,tv-ma,58 min,documentaries|international movies
s6722,movie,exit strategy,michael whitton,united states,2019-03-03,1970-01-01 00:00:00.000002012,nr,79 min,comedies|romantic movies
s6723,movie,exit wounds,andrzej bartkowiak,united states,2019-10-01,1970-01-01 00:00:00.000002001,r,101 min,action & adventure
s6724,movie,expo,joseph mbah,united states,2019-08-29,1970-01-01 00:00:00.000002019,tv-14,81 min,action & adventure|dramas|independent movies
s6726,movie,eyyvah eyyvah,hakan algül,turkey,2017-03-10,1970-01-01 00:00:00.000002010,tv-ma,99 min,comedies|international movies
s6727,movie,eyyvah eyyvah 2,hakan algül,turkey,2017-03-10,1970-01-01 00:00:00.000002011,tv-pg,106 min,comedies|international movies|romantic movies
s6728,movie,eyyvah eyyvah 3,hakan algül,turkey,2017-03-10,1970-01-01 00:00:00.000002014,tv-pg,103 min,comedies|international movies
s6730,movie,f the prom,benny fine,united states,2018-03-05,1970-01-01 00:00:00.000002017,tv-ma,92 min,comedies|romantic movies
s6731,movie,face 2 face,matt toronto,united states,2018-01-15,1970-01-01 00:00:00.000002017,tv-ma,89 min,dramas|independent movies
s6734,movie,fakta ladh mhana,sanjay jadhav,india,2018-02-15,1970-01-01 00:00:00.000002011,tv-14,150 min,action & adventure|dramas|international movies
s6735,movie,fall girls,chris stokes,united states,2020-01-01,1970-01-01 00:00:00.000002019,tv-14,80 min,comedies
s6736,movie,fallen,gregory hoblit,united states,2019-11-01,1970-01-01 00:00:00.000001998,r,124 min,thrillers
s6737,movie,familiye,"sedat kirtan, kubilay sarikaya",germany,2019-05-01,1970-01-01 00:00:00.000002017,tv-ma,99 min,dramas|independent movies|international movies
s6738,movie,famous in ahmedabad,hardik mehta,india,2016-12-15,1970-01-01 00:00:00.000002015,tv-14,29 min,documentaries|international movies
s6739,movie,fanatic,keith l. smith,united states,2019-08-24,1970-01-01 00:00:00.000002019,tv-14,91 min,thrillers
s6740,movie,fandry,nagraj manjule,india,2018-01-01,1970-01-01 00:00:00.000002014,nr,102 min,dramas|independent movies|international movies
s6741,movie,farce,shadi ali,egypt,2019-06-06,1970-01-01 00:00:00.000002017,tv-ma,94 min,comedies|international movies
s6743,tv show,father brown,ian barber,united kingdom,2018-03-31,1970-01-01 00:00:00.000002017,tv-14,6 seasons,british tv shows|crime tv shows|tv dramas
s6744,movie,fear and loathing in las vegas,terry gilliam,united states,2019-11-01,1970-01-01 00:00:00.000001998,r,118 min,comedies|cult movies|dramas
s6746,movie,feel rich,peter spirer,united states,2017-08-23,1970-01-01 00:00:00.000002017,tv-ma,70 min,documentaries
s6747,movie,fiddler on the roof,norman jewison,united states,2020-07-01,1970-01-01 00:00:00.000001971,g,181 min,classic movies|dramas|music & musicals
s6748,movie,fifty,biyi bandele,nigeria,2015-12-28,1970-01-01 00:00:00.000002015,nr,101 min,dramas|international movies
s6749,movie,figaro pho,luke jurevicius,united kingdom,2016-09-01,1970-01-01 00:00:00.000002008,tv-y7,29 min,children & family movies|comedies
s6762,movie,fishpeople,keith malloy,not given,2018-04-01,1970-01-01 00:00:00.000002017,tv-14,49 min,documentaries|sports movies
s6752,movie,filmworker,tony zierra,united states,2018-11-01,1970-01-01 00:00:00.000002017,tv-ma,94 min,documentaries
s6753,movie,filosofi kopi the movie,angga dwimas sasongko,indonesia,2018-10-11,1970-01-01 00:00:00.000002015,tv-pg,118 min,dramas|international movies
s6754,movie,final destination,james wong,united states,2020-01-01,1970-01-01 00:00:00.000002000,r,98 min,cult movies|horror movies|thrillers
s6755,movie,final destination 2,david r. ellis,united states,2020-01-01,1970-01-01 00:00:00.000002003,r,90 min,horror movies|thrillers
s6756,movie,final destination 3,james wong,united states,2020-01-01,1970-01-01 00:00:00.000002006,r,93 min,horror movies
s6757,movie,fire at sea,gianfranco rosi,italy,2017-03-21,1970-01-01 00:00:00.000002016,tv-14,114 min,documentaries|international movies
s6758,movie,fireflies,sabal singh shekawat,india,2019-04-24,1970-01-01 00:00:00.000002013,tv-ma,99 min,dramas|independent movies|international movies
s6759,movie,first impression,arthur muhammad,united states,2019-05-17,1970-01-01 00:00:00.000002018,tv-14,96 min,comedies|romantic movies
s6760,movie,first kill,steven c. miller,united kingdom,2019-09-01,1970-01-01 00:00:00.000002017,r,102 min,action & adventure
s6761,movie,firstborn,nirpal bhogal,united kingdom,2017-03-31,1970-01-01 00:00:00.000002016,tv-ma,90 min,horror movies|international movies
s6763,movie,fishtail,andrew renzi,united states,2018-10-01,1970-01-01 00:00:00.000002015,nr,61 min,documentaries
s6765,movie,fittest in dubai,gerry blaksley,united arab emirates,2020-04-15,1970-01-01 00:00:00.000002019,tv-14,60 min,documentaries|international movies|sports movies
s6766,movie,five elements ninjas,cheh chang,hong kong,2019-09-17,1970-01-01 00:00:00.000001982,r,104 min,action & adventure|international movies
s6768,movie,flash of genius,marc abraham,canada,2017-01-16,1970-01-01 00:00:00.000002008,pg-13,119 min,dramas
s6769,movie,flimflam,khaled marei,egypt,2019-06-13,1970-01-01 00:00:00.000002016,tv-14,102 min,comedies|international movies
s6770,movie,flock of four,gregory caruso,united states,2018-08-01,1970-01-01 00:00:00.000002018,tv-ma,83 min,dramas|independent movies|music & musicals
s7252,movie,la 92,"daniel lindsay, t.j. martin",united states,2018-03-01,1970-01-01 00:00:00.000002017,r,114 min,documentaries
s6772,movie,flying guillotine 2,"kang cheng, shan hua",hong kong,2018-07-31,1970-01-01 00:00:00.000001978,tv-ma,88 min,action & adventure|international movies
s6773,movie,follow me,asri bendacha,united arab emirates,2018-11-16,1970-01-01 00:00:00.000002017,tv-ma,86 min,documentaries|international movies
s6776,movie,footprints: the path of your life,juan manuel cotelo,spain,2017-06-30,1970-01-01 00:00:00.000002015,pg,90 min,documentaries|faith & spirituality|international movies
s6777,movie,for colored girls,tyler perry,united states,2020-05-01,1970-01-01 00:00:00.000002010,r,134 min,dramas
s6778,movie,for grace,"mark helenowski, kevin pang",united states,2016-03-02,1970-01-01 00:00:00.000002015,tv-pg,92 min,documentaries
s6779,movie,for greater glory,dean wright,mexico,2019-08-02,1970-01-01 00:00:00.000002012,r,145 min,dramas|international movies
s6780,movie,for love or money,mark murphy,united kingdom,2019-08-16,1970-01-01 00:00:00.000002019,tv-ma,95 min,comedies
s6781,movie,for the birds,richard miron,united states,2019-09-01,1970-01-01 00:00:00.000002018,tv-ma,93 min,documentaries
s6782,movie,for the love of benji,joe camp,united states,2018-03-06,1970-01-01 00:00:00.000001977,g,84 min,children & family movies
s6784,movie,forbidden games: the justin fashanu story,"jon carey, adam darke",united kingdom,2017-12-01,1970-01-01 00:00:00.000002017,tv-14,81 min,documentaries|international movies|lgbtq movies
s6785,movie,forbidden planet,fred m. wilcox,united states,2019-11-01,1970-01-01 00:00:00.000001956,g,98 min,action & adventure|classic movies|sci-fi & fantasy
s6787,movie,forever chape,luis ara,brazil,2018-08-02,1970-01-01 00:00:00.000002018,tv-ma,74 min,documentaries|international movies|sports movies
s6788,movie,forever pure,maya zinshtein,united kingdom,2017-05-29,1970-01-01 00:00:00.000002016,tv-ma,87 min,documentaries|international movies|sports movies
s6790,movie,forks over knives,lee fulkerson,united states,2019-10-03,1970-01-01 00:00:00.000002011,pg,96 min,documentaries
s6791,movie,four christmases,seth gordon,germany,2021-01-01,1970-01-01 00:00:00.000002008,pg-13,88 min,comedies|romantic movies
s6793,movie,four weddings and a funeral,mike newell,united kingdom,2019-08-01,1970-01-01 00:00:00.000001994,r,118 min,classic movies|comedies|international movies
s6794,movie,fracture,gregory hoblit,united states,2019-04-01,1970-01-01 00:00:00.000002007,r,113 min,dramas|thrillers
s6795,movie,frances ha,noah baumbach,united states,2017-10-01,1970-01-01 00:00:00.000002012,r,86 min,comedies|dramas|independent movies
s6797,movie,freak show,trudie styler,united states,2020-08-13,1970-01-01 00:00:00.000002018,tv-ma,91 min,comedies|dramas|independent movies
s6798,movie,fred claus,david dobkin,united states,2021-01-01,1970-01-01 00:00:00.000002007,pg,115 min,children & family movies|comedies
s6799,movie,free willy,simon wincer,united states,2020-01-01,1970-01-01 00:00:00.000001993,pg,112 min,children & family movies|dramas
s6800,movie,freeway: crack in the system,marc levin,united states,2017-12-15,1970-01-01 00:00:00.000002015,r,103 min,documentaries
s6801,movie,freezer's campaign,sameh abdulaziz,egypt,2019-06-06,1970-01-01 00:00:00.000002016,tv-ma,116 min,comedies|international movies
s6802,movie,french dirty,"wade allain-marcus, jesse allain-marcus",united states,2016-02-04,1970-01-01 00:00:00.000002015,tv-ma,72 min,dramas|independent movies
s6803,movie,freshman year,jude okwudiafor johnson,united states,2020-03-03,1970-01-01 00:00:00.000002019,tv-pg,104 min,dramas|faith & spirituality
